channel,signal_amp,sigma_analytic,SNR,BI,J_final
83,0.009799,0.0001488862035330385,65.81536865234375,0.00010620437945368809,0.39990314841270447
37,0.009223,0.00014693998673465103,62.76712417602539,7.701265772832551e-05,0.2899843156337738
71,0.011782,0.00012024500028928742,97.98328399658203,6.827246820173505e-05,0.25707390904426575
34,0.0062569999999999995,6.969470996409655e-05,89.77725219726562,0.00011129228748046942,0.41906121373176575
31,0.007526,0.00017110310727730393,43.98517608642578,7.576868709734656e-05,0.28530025482177734
91,0.005267000000000001,0.00023093633353710175,22.80714988708496,0.00016811195653670114,0.6330106258392334
94,0.0032229999999999997,0.00011641925812000409,27.684425354003906,8.818653284200153e-05,0.33205854892730713
40,0.004432,0.00015729056030977517,28.177152633666992,7.802363367558573e-05,0.2937910556793213
41,0.005564,0.0007042611250653863,7.900478363037109,0.0001899168492544771,0.7151150107383728
